episode,#,question,answer,filename
,6,СКАРЛЕТ ОРТИЗ СЕ ПРОСЛАВИЛА УЛОГОМ НАСЛОВНЕ ЈУНАКИЊЕ ИМЕНА КОЈЕ ЗНАЧИ „КИШИЦА“ У КОЈОЈ ВЕНЕЦУЕЛАНСКОЈ ТЕЛЕНОВЕЛИ?,ЉОВИСНА,E:\Slagalica\Slagalica-1080p-sve\incorrect/2021.12.22 Slagalica _ 145. _.mp4
,7,КОЈИ ЗАЧИН ДОБИЈЕН ИЗ КОРЕ ДРВЕЋА ИЗ РОДА “CINNAMOMUM” СЕ УОБИЧАЈЕНО КОРИСТИ КАО ДОДАТАК СУТЛИЈАШУ?,ЦИМЕТ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2021.12.22 Slagalica _ 145. _.mp4
,8,ДОДАВАЊЕ КОГ СЛОВА У РЕЧ „ПАЛЕСТИНА“ ДАЈЕ ПРЕЗИМЕ НАЈВЕЋЕГ ИТАЛИЈАНСКОГ КОМПОЗИТОРА РЕНЕСАНСНЕ ПОЛИФОНИЈЕ?,СЛОВА „Р“ (ЂОВАНИ ПЈЕРЛУИЂИ ДА ПАЛЕСТРИНА;,E:\Slagalica\Slagalica-1080p-sve\incorrect/2021.12.22 Slagalica _ 145. _.mp4
,9,. KOJA ЛАТИНСКА РЕЧ ОЗНАЧАВА __ ПОЈАВЉИВАЊЕ ОСОБИНА ДАЛЕКИХ ПРЕДАКА КОЈЕ СУ СЕ ИНАЧЕ ИЗГУБИЛЕ У ДОТИЧНОЈ ВРСТИ?,АТАВИЗАМ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2021.12.22 Slagalica _ 145. _.mp4
,10,КОЈИ ДАНАС ОЛИМПИЈСКИ СПОРТ ЈЕ ТЕМА СЕРИЈАЛА ВИДЕО-ИГАРА НАЗВАНОГ ПО СЛАВНОМ ТОНИЈУ ХОКУ (ТОМУ НАМУК)?,СКЕЈТБОРД(ИНГ),E:\Slagalica\Slagalica-1080p-sve\incorrect/2021.12.22 Slagalica _ 145. _.mp4
2022.01.05 Slagalica _ 146. _.mp4,,,,
,1,"КОЈИ НАШ КЊИЖЕВНИК ЈЕ АУТОР ЗБИРКЕ ПЕСАМА „ГАРАВИ СОКАК""?",МИРОСЛАВ МИКА АНТИЋ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.01.05 Slagalica _ 146. _.mp4
,2,"ИМЕ КОЈЕ ДРЖАВЕ, ОСМЕ НА СВЕТУ ПО БРОЈУ СТАНОВНИКА, У ПРЕВОДУ ЗНАЧИ „ЗЕМЉА БЕНГАЛА""?",БАНГЛАДЕШ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.01.05 Slagalica _ 146. _.mp4
,3,"КОЈА СЕ РЕЧ ОСИМ КАО ИМЕ ФИЛМА СРДАНА ГОЛУБОВИЋА ПОЈАВЉУЈЕ И У НАЗИВУ ДОМАЋЕ СЕРИЈЕ УЗ ПРИДЕВ „КАЛКАНСКИ""?",КРУГОВИ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.01.05 Slagalica _ 146. _.mp4
,4,"КОЈУ РЕЧ НА СЛОВО „Б"" КОРИСТИМО ЗА БРУШЕНИ ДРАГИ КАМЕН, НАЈЧЕШЋЕ ДИЈАМАНТ, С МАКСИМАЛНИМ ПРЕЛАМАЊЕМ СВЕТЛОСТИ?",БРИЛИЈАНТ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.01.05 Slagalica _ 146. _.mp4
,5,У КОМ ФРАНЦУСКОМ ГРАДУ ЈЕ 9. ОКТОБРА 1934. ГОДИНЕ УБИЈЕН МИНИСТАР СПОЉНИХ ПОСЛОВА ОВЕ ДРЖАВЕ ЛУЈ БАРТУ?,У МАРСЕЉУ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.01.05 Slagalica _ 146. _.mp4
,6,КОЈА СЕ ВРСТА ЛЕШИНАРА ЛАТИНСКОГ ИМЕНА „GYPS FULVUS” СМАТРА НАЈВЕЋОМ ПТИЦОМ СРБИЈЕ?,БЕЛОГЛАВИ СУП,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.01.05 Slagalica _ 146. _.mp4
,7,"КОЈА ДОБИТНИЦА 12 ГРЕМИЈА ЈЕ ГЛУМИЛА У ТРЕЋЕМ ДЕЛУ „ПОБЕСНЕЛОГ МАКСА"" И ТУ ИЗВЕЛА ХИТ „WE ОПОМ Т NEED ANOTHER НЕКО""?",ТИНА ТАРНЕР (РОЂ. АНА МЕЈ БУЛОК),E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.01.05 Slagalica _ 146. _.mp4
,8,КОЈА ИСТОРИЈСКА ЛИЧНОСТ И СВЕТАЦ СПЦ БЛАГОСИЉА СРПЧАД НА ПОЗНАТОЈ СЛИЦИ УРОША ПРЕДИЋА?,СВЕТИ САВА,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.01.05 Slagalica _ 146. _.mp4
,9,"КОЈИ РИМСКИ БОГ ЈЕ ПАНДАН ГРЧКОМ КРОНУ (ХРОНУ), А ПО ЊЕМУ ЈЕ НАЗВАНА ЈЕДНА ОД ПЛАНЕТА СУНЧЕВОГ СИСТЕМА?",САТУРН,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.01.05 Slagalica _ 146. _.mp4
,10,"КАКО СЕ, ОД ЕНГЛЕСКОГ „СЕЋИ НА КРИШКЕ"", У ТЕНИСУ И СТОНОМ ТЕНИСУ ЗОВЕ УДАРАЦ КОД КОГ СЕ СЕЧЕНА ЛОПТА ОКРЕЋЕ УНАЗАД?",СЛАЈС (5 СЕ),E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.01.05 Slagalica _ 146. _.mp4
2022.01.17 Slagalica _ 146. _.mp4,,,,
2022.01.19 Slagalica _ 146. _.mp4,,,,
,1,"КОЈУ ЈЕ ЧУВЕНУ РЕЧЕНИЦУ ОД ТРИ РЕЧИ, ПРЕМА ВЕРОВАЊУ, ИЗРЕКАО ЈУЛИЈЕ ЦЕЗАР ПРЕЛАЗЕЋИ РЕКУ РУБИКОН?",КОЦКА ЈЕ БАЧЕНА (ALEA IACTA EST),E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.01.19 Slagalica _ 146. _.mp4
,2,КОЈОМ РЕЧЈУ ЛАТИНСКОГ ПОРЕКЛА НА СЛОВО „E” ЗОВЕМО УЧЕНОГ И НАЧИТАНОГ ЧОВЕКА СА ШИРОКИМ ЗНАЊЕМ?,ЕРУДИТ(А),E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.01.19 Slagalica _ 146. _.mp4
,3,ЛЕНА ЈЕ ЈЕДАНАЕСТА РЕКА ПО ДУЖИНИНА_ СВЕТУ И УЈЕДНО НАЈДУЖА КОЈА СЕ У ЦЕЛОСТИ НАЛАЗИ У КОЈОЈ ДРЖАВИГ?,У РУСИЈИ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.01.19 Slagalica _ 146. _.mp4
,4,"У КОЈОЈ СУ СЕ УМЕТНОСТИ ПРОСЛАВИЛЕ ПИ- ЏЕЈ ХАРВИ (РЈ HARVEY), КЕЈ-ДИ ЛАНГ (К. О. LANG) И КЕЈ-ТИ ТАНСТОЛ (КТ TUNSTALL)?",У МУЗИЦИ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.01.19 Slagalica _ 146. _.mp4
,5,"КОЈИ ЈЕ ОПШТИ НАЗИВ ОД ДВЕ РЕЧИ ЗА___ ЗНАМЕНИТОСТИ ПАРИЗА, БУКУРЕШТА И ДРУГИХ ГРАДОВА ЧИЈИ ЈЕ СИНОНИМ „СЛАВОЛУК""?",ТРИЈУМФАЛНА КАПИЈА,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.01.19 Slagalica _ 146. _.mp4
,6,"КАКО СЕ, НА СЛОВО „К"", НАЗИВА ОКРУГЛА ВИСОКА КАПА ПРАВОСЛАВНИХ КАЛУЂЕРА И СВЕШТЕНИКА?",КАМИЛАВКА,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.01.19 Slagalica _ 146. _.mp4
,7,"КО ЈЕ АУТОР СЦЕНАРИЈА ЗА ДОМАЋЕ ФИЛМОВЕ „КО ТО ТАМО ПЕВА"", „МАРАТОНЦИ ТРЧЕ ПОЧАСНИ КРУГ"" И „БАЛКАНСКИ ШПИЈУН»?",ДУШАН КОВАЧЕВИЋ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.01.19 Slagalica _ 146. _.mp4
,8,"КАКО СЕ, ПО ГРЧКОМ НАЗИВУ ЗА ПЛАНЕТУ ЗЕМЉУ, ЗОВЕ ЕКОЛОШКА ХИПОТЕЗА ПО КОЈОЈ ЈЕ ОНА ЖИВИ СИСТЕМ ИЛИ ОРГАНИЗАМ?",ГЕЈА / TEA / АЛА (ХИПОТЕЗА),E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.01.19 Slagalica _ 146. _.mp4
,9,ПЈЕР ТРИДО И ЖИСТЕН ТРИДО (ЏАСТИН ТРУДО) ПРВИ СУ ОТАЦ И СИН НА ФУНКЦИЈИ ПРЕМИЈЕРА У ИСТОРИЈИ КОЈЕ ДРЖАВЕ?,КАНАДЕ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.01.19 Slagalica _ 146. _.mp4
,10,КОЈОМ СЕ ФИГУРОМ ОСИМ ПЕШАКОМ МОЖЕ ОДИГРАТИ ПРВИ ПОТЕЗ У ШАХОВСКОЈ ПАРТИЈИ?,СКАКАЧЕМ/КОЊЕМ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.01.19 Slagalica _ 146. _.mp4
2022.02.02 Slagalica _ 147. _.mp4,,,,
,1,КАКО СЕ ЗОВЕ ГЛАВНИ ГРАД ЕГИПТА И УЈЕДНО НАЈМНОГОЉУДНИЈИ ГРАД У АРАПСКОМ СВЕТУ?,КАИРО,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.02.02 Slagalica _ 147. _.mp4
,2,КОЈОМ РЕЧЈУ ЛАТИНСКОГ ПОРЕКЛА ОД ЈЕДАНАЕСТ СЛОВА ЗОВЕМО КОЗМЕТИЧКО СРЕДСТВО ЗА ОБНАВЉАЊЕ И ЈАЧАЊЕ КОСЕ?,РЕГЕНЕРАТОР,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.02.02 Slagalica _ 147. _.mp4
,3,"КОЈИ ПОКОЈНИ ФОЛК ПЕВАЧ ИМА ХИТ „ТИ МЕ ВАРАШ НАЈБОЉЕ"" И ЋЕРКУ ИЛДУ КОЈА ЈЕ И САМА ПЕВАЧИЦА?",ШАБАН ШАУЛИЋ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.02.02 Slagalica _ 147. _.mp4
,4,"I ГРЕНЕНДАЛ, ТЕРВИРЕН, МАЛИНОА И ~ ЛАКЕНОА СУ ЧЕТИРИ ВАРИЈЕТЕТА РАСЕ ПСА ОВЧАРА НАЗВАНЕ ПО КОЈОЈ ЕВРОПСКОЈ ДРЖАВИ?",ПО БЕЛГИЈИ (БЕЛГИЈСКОГ ОВЧАРА),E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.02.02 Slagalica _ 147. _.mp4
,5,"У КОМ СЕ ЕВРОПСКОМ ГЛАВНОМ ГРАДУ ОДРЖАВА ГОДИШЊИ ФИЛМСКИ ФЕСТИВАЛ „ВИЈЕНАЛЕ""?",У БЕЧУ (МЕММА(Е),E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.02.02 Slagalica _ 147. _.mp4
,6,РИО ДЕ ЖАНЕИРО ЈЕ ОД 1808. ДО 1821. ГОДИНЕ БИО ПРЕСТОНИЦА КОЛОНИЈАЛНОГ ЦАРСТВА КОЈЕ ЕВРОПСКЕ ДРЖАВЕ?,ПОРТУГАЛИЈЕ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.02.02 Slagalica _ 147. _.mp4
,7,"ЗА „МЕШАЊЕ ЧУЛА"", ФЕНОМЕН КОД КОГ СЕ НАДРАЖАЈ ЈЕДНОГ ЧУЛА ОСЕТИ ДРУГИМ?",СИНЕСТЕЗИЈА,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.02.02 Slagalica _ 147. _.mp4
,8,КОЈИ ЈЕ СЛАВНИ ФРАНЦУСКИ ФИЛОЗОФ И МАТЕМАТИЧАР УМРО У СТОКХОЛМУ 1650. ГОДИНЕ ПОДУЧАВАЈУЋИ ШВЕДСКУ КРАЉИЦУ КРИСТИНУ?,РЕНЕ ДЕКАРТ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.02.02 Slagalica _ 147. _.mp4
,9,"КОЈЕ ЗАЈЕДНИЧКО ИМЕ НОСЕ КОНЦЕРТНА ДВОРАНА У ПАРИЗУ, ЧУВЕНА МАНЕОВА СЛИКА И ГЛАВНИ ГРАД АМЕРИЧКЕ ДРЖАВЕ ВАШИНГТОН?",ОЛИМПИЈА,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.02.02 Slagalica _ 147. _.mp4
,10,"ПО КОМ СЕ ЧУВЕНОМ АМЕРИЧКОМ ШАХИСТИ ЗОВЕ „НАСУМИЧНИ ШАХ"", ЊЕГОВ ИЗУМ ПОЗНАТ И КАО „ШАХ960""?",ПО РОБЕРТУ БОБИЈУ ФИШЕРУ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.02.02 Slagalica _ 147. _.mp4
2022.02.21 Slagalica _ 147. _.mp4,,,,
2022.03.19 Slagalica _ 148. _.mp4,,,,
,1,ДОВРШИТЕ НАЗИВ ДОМАЋЕГ ФИЛМА ИМЕНОМ ИТАЛИЈАНСКОГ ГРАДА СА СТАЗОМ ФОРМУЛЕ 1: „ПОСЛЕДЊИ КРУГ Y.“?,МОНЦИ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.03.19 Slagalica _ 148. _.mp4
,2,"ПЕЛИСТЕР, МАВРОВО И ГАЛИЧИЦА СУ ТРИ НАЦИОНАЛНА ПАРКА КОЈЕ ДРЖАВЕ?",СЕВЕРНЕ МАКЕДОНИЈЕ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.03.19 Slagalica _ 148. _.mp4
,3,КОЈА ЈЕ РЕЧ ЗА ГРУДНУ ЖЛЕЗДУ МЛАДИХ ЖИВОТИЊА КОРИШЋЕНУ У КУЛИНАРСТВУ ИСТОВРЕМЕНО АНАГРАМ РЕЧИ „БРАЗИЛ“2?,БРИЗЛА,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.03.19 Slagalica _ 148. _.mp4
,4,КОЈИ ЈЕ ФРАНЦУСКИ ИМПРЕСИОНИСТА ИМАО ПОЗНАТЕ ЦИКЛУСЕ СЛИКА „ЛОКВАЊИ“ И „ПЛАСТОВИ СЕНА“?,КЛОД МОНЕ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.03.19 Slagalica _ 148. _.mp4
,5,"КАКО СЕ У ХЕМИЈИ, НА СЛОВО „В“, ЗОВЕ МЕРА СПОСОБНОСТИ ЕЛЕМЕНТА ДА СЕ ЈЕДИНИ С ДРУГИМ ЕЛЕМЕНТИМА?",ВАЛЕНЦА/ВАЛЕНЦИЈА/ВАЛЕНТНОСТ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.03.19 Slagalica _ 148. _.mp4
,6,"НИГАТА (МИБАТА) ЈЕ НАЈВЕЋИ ГРАД НА ЗАПАДНОЈ ОБАЛИ КОГ ОСТРВА, НАЈВЕЋЕГ У ЈАПАНУ?",ХОНШУ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.03.19 Slagalica _ 148. _.mp4
,7,КОЈИ БРАЗИЛСКИ ПЛЕС ПРЕДСТАВЉА НАСЛОВ ПЛАНЕТАРНОГ ХИТА ТАМОШЊЕ ГРУПЕ КАОМА ИЗ 1989. ГОДИНЕ?,ЛАМБАДА,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.03.19 Slagalica _ 148. _.mp4
,8,"КОЈА ЈЕ ЋЕРКА ЗЕВСА И ХЕРЕ У ГРЧКОЈ МИТОЛОГИЈИ БОГИЊА МЛАДОСТИ, ПАНДАН РИМСКОЈ ЈУВЕНТАС?",ХЕБА,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.03.19 Slagalica _ 148. _.mp4
,9,У КОМ СЕ ФРАНЦУСКОМ ГРАДУ НАЛАЗИ ЕВРОПСКИ СУД ЗА ЉУДСКА ПРАВА?,У СТРАЗБУРУ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.03.19 Slagalica _ 148. _.mp4
,10,"КОЈИ ПЛЕЈМЕЈКЕР, ЈЕДАН ОД МПАЈБОЈБИХ НБА КОШАРКАША БЕЗ ТИТУЛЕ ШАМПИОНА У ИСТОРИЈИ, ИМА НАДИМАК “СРЗ"" (СИ-ПИ- ТРИ)?",КРИС ПОЛ (CHRIS PAUL),E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.03.19 Slagalica _ 148. _.mp4
2022.04.06 Slagalica _ 149. _.mp4,,,,
,1,"КОЈИМ ГЕРМАНИЗМОМ НА СЛОВО „П“ ЗОВЕМО ДЕО БИЉКЕ – ИЗДАНАК, ГРАНЧИЦУ ИЛИ ЛИСТ – КОЈИ СЛУЖИ ЗА РАСАД?",ПЕЛЦЕР,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.06 Slagalica _ 149. _.mp4
,2,"АРХИЂАКОН КЛОД ФРОЛО, ГРБАВАЦ КВАЗИМОДО И ЕСМЕРАЛДА ГЛАВНИ СУ ЛИКОВИ КОГ СЛАВНОГ РОМАНА?",ЗВОНАР БОГОРОДИЧИНЕ ЦРКВЕ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.06 Slagalica _ 149. _.mp4
,3,"КОЈИ СЕ ПОЈАМ КОРИСТИ ЗА „ПРАВИЛНИК БОГОСЛУЖЕЊА У ПРАВОСЛАВНОЈ ЦРКВИ“, У ОПУСУ СВЕТОГ САВЕ КАРЕЈСКИ, ХИЛАНДАРСКИ И СТУДЕНИЧКИ?",ТИПИК,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.06 Slagalica _ 149. _.mp4
,4,КОЈИ НАСЛОВНИ ЛИК ФИЛМА ИЗ 1976. ГОДИНЕ ТРЧИ УЛИЦАМА И СТЕПЕНИЦАМА ФИЛАДЕЛФИЈЕ УЗ НУМЕРУ „GONNA FLY NOW“ БИЛА КОНТИЈА?,РОКИ (БАЛБОА),E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.06 Slagalica _ 149. _.mp4
,5,"КОЈИ ЈЕ ГРАД, НАЗВАН ПО БРИТАНСКОМ ПРИРОДЊАКУ, НАПАДОМ ЈАПАНА ФЕБРУАРА 1942. ГОДИНЕ ДОБИО НАДИМАК „АУСТРАЛИЈСКИ ПЕРЛ ХАРБОР“?",ДАРВИН,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.06 Slagalica _ 149. _.mp4
,6,КОЈИ ЈЕ ЧЕТВОРОУГАО СВИХ ЈЕДНАКИХ СТРАНИЦА И УГЛОВА ОБЕЛЕЖЈЕ СЛИКАРСТВА ЈОЗЕФА АЛБЕРСА И КАЗИМИРА МАЉЕВИЧА?,КВАДРАТ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.06 Slagalica _ 149. _.mp4
,7,КОЈА ЈЕ ДРЖАВА 1993. ГОДИНЕ ПОСТАЛА ТРЕЋА НАКОН СССР И САД ЧИЈА ЈЕ СОНДА (НАЗВАНА „ХИТЕН“) СТИГЛА НА ПОВРШИНУ МЕСЕЦА?,ЈАПАН,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.06 Slagalica _ 149. _.mp4
,8,"МИЛАН ЂУРЂЕВИЋ ЈЕ ОСНИВАЧ И ВОЂА КОЈЕ МУЗИЧКЕ ГРУПЕ, ИСТОГ ИМЕНА КАО ПЕСМА С ДРУГОГ АЛБУМА ОЛИВЕРА МАНДИЋА?",НЕВЕРНЕ БЕБЕ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.06 Slagalica _ 149. _.mp4
,9,"КОЈЕ ЈЕ БОЈЕ ЗВЕЗДА НА ЗАСТАВАМА БУРКИНЕ ФАСО, КАМЕРУНА, ДР КОНГО, ЦЕНТРАЛНОАФРИЧКЕ РЕПУБЛИКЕ И ЈУЖНОГ СУДАНА?",ЖУТЕ/ЗЛАТНЕ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.06 Slagalica _ 149. _.mp4
,10,"КОЈА ЈАМАЈКАНСКА И КАСНИЈЕ СЛОВЕНАЧКА АТЛЕТИЧАРКА ИМА ДЕВЕТ ОЛИМПИЈСКИХ МЕДАЉА, АЛИ НИЈЕДНУ ЗЛАТНУ?",МЕРЛИН ОТИ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.06 Slagalica _ 149. _.mp4
2022.04.11 Slagalica _ 149. _.mp4,,,,
,1,КОЈИ ЈЕ НАЈЛАКШИ И САМИМ ТИМ ПРВИ ХЕМИЈСКИ ЕЛЕМЕНТ У ПЕРИОДНОМ СИСТЕМУ?,ВОДОНИК,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.11 Slagalica _ 149. _.mp4
,2,"КОЈУ РЕЧ У НАЗИВУ ТУРГЕЊЕВЉЕВОГ РОМАНА ПРАТЕ РЕЧИ „..И ДЕЦА“, А У ИМЕНУ СЕЛЕНИЋЕВОГ РОМАНА „И ОЦИ“?",ОЧЕВИ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.11 Slagalica _ 149. _.mp4
,3,УПИСАН НА УНЕСКОВОЈ ЛИСТИ КАО „СТАМБЕНА НАСЕЉА БЕРЛИНСКЕ МОДЕРНЕ“?,У 20. ВЕКУ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.11 Slagalica _ 149. _.mp4
,4,У КОЈОЈ ПЕСМИ ЗДРАВКА ЧОЛИЋА НАСЛОВНЕ СТИХОВЕ СЛЕДЕ РЕЧИ „ИДИ ОД МЕНЕ ЈЕР ЈОШ СИ ДИЈЕТЕ“?,ПРОДУЖИ ДАЉЕ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.11 Slagalica _ 149. _.mp4
,5,ИЗ КОЈЕ СУ ДАНАШЊЕ ДРЖАВЕ БИЛИ КРИТИЧАР ТИТОВОГ РЕЖИМА ЈОЖЕ ПУЧНИК И АРХИТЕКТА ЈОЖЕ ПЛЕЧНИК?,ИЗ СЛОВЕНИЈЕ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.11 Slagalica _ 149. _.mp4
,6,У КОМ ФИЛМУ СМЕШТЕНОМ У 1941. ГОДИНУ ДРАГАН НИКОЛИЋ И НИКОЛА ЂУРИЧКО ГЛУМЕ ПРЕВАРАНТЕ ГЛАВОЊУ И КАЛАУЗА?,ПЉАЧКА ТРЕЋЕГ РАЈХА,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.11 Slagalica _ 149. _.mp4
,7,"У КОЈОЈ СЕ ДРЖАВИ НАЛАЗЕ ЦИРИШКО, ЛУЦЕРНСКО И НЕШАТЕЛСКО ЈЕЗЕРО?",У ШВАЈЦАРСКОЈ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.11 Slagalica _ 149. _.mp4
,8,"КАКО, НА СЛОВО „К“, ЈОШ ЗОВЕМО СЛАВСКО ЖИТОГ?",КОЉИВО,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.11 Slagalica _ 149. _.mp4
,9,"КОЈИ ЈЕ ПОЗНАТИ ЈУГОСЛОВЕНСКИ ВАЈАР КОАУТОР ЗГРАДЕ ЏАМИЈЕ У РИЈЕЦИ, А ПРЕЗИМЕ МУ ТАКОЋЕ ПОЧИЊЕ СА „ЏАМ“?",ДУШАН ЏАМОЊА,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.11 Slagalica _ 149. _.mp4
,10,"КОЈИ БРАЗИЛАЦ, СТРЕЛАЦ ПРВОГ ГОЛА КОЈИ ЈЕ СРЈ ПРИМИЛА ПОД ТИМ ИМЕНОМ, ИМА ИСТИ НАДИМАК КАО ФК ФЈОРЕНТИНА?",ВИОЛА,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.11 Slagalica _ 149. _.mp4
2022.04.29 Slagalica _ 149. _.mp4,,,,
,1,КОЈИ СЕ ОД ТРИ ДЕЛА ЕСЦАЈГА ПО ПРАВИЛУ ЈЕДИНИ ПОСТАВЉА С ЛЕВЕ СТРАНЕ ТАЊИРА?,ВИЉУШКА,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.29 Slagalica _ 149. _.mp4
,2,МИЛОШ БИКОВИЋ ГЛУМИ ЉУБУ ВРАПЧЕТА У КОЈОЈ ПРЕДСТАВИ ПО ИСТОИМЕНОМ РОМАНУ ДРАГОСЛАВА МИХАИЛОВИЋА?,КАД СУ ЦВЕТАЛЕ ТИКВЕ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.29 Slagalica _ 149. _.mp4
,3,"КАКО СЕ, С РЕЧЈУ „СИБИР“ САДРЖАНОМ У ИМЕНУ, ЗОВЕ НАЈМНОГОЉУДНИЈИ ГРАД СИБИРА?",НОВОСИБИРСК,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.29 Slagalica _ 149. _.mp4
,4,"КОЈИ ЈЕ ЧУВЕНИ ШВЕДСКИ РЕДИТЕЉ РЕЖИРАО ФИЛМОВЕ „ЛЕТО С МОНИКОМ“, „ЈЕСЕЊА СОНАТА“ И „ЗИМСКА СВЕТЛОСТ“?",ИНГМАР БЕРГМАН,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.29 Slagalica _ 149. _.mp4
,5,"ГОТФРИД БЕМ, РИЧАРД РОЏЕРС И РИКАРДО БОФИЛ НЕДАВНО СУ ПРЕМИНУЛИ ВЕЛИКАНИ СТРИПА, АРХИТЕКТУРЕ ИЛИ БАЛЕТА?",АРХИТЕКТУРЕ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.29 Slagalica _ 149. _.mp4
,6,КРАЉЕВИНА ЈУГОСЛАВИЈА ЈЕ ОД 1918. ДО 1929. ГОДИНЕ ПРЕМА ЗВАНИЧНОМ ИМЕНУ БИЛА КРАЉЕВИНА КОЈА ТРИ НАРОДА?,"(КРАЉЕВИНА) СРБА, ХРВАТА И СЛОВЕНАЦА",E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.29 Slagalica _ 149. _.mp4
,7,"МИТОЛОГИЈИ ЗОВЕ СВЕТ ГЛАВНИХ БОГОВА (ЕСИРА), У КОМ СЕ НАЛАЗИ И ДВОРАНА ВАЛХАЛА?",АСГАРД,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.29 Slagalica _ 149. _.mp4
,8,"КОЈЕ ЈЕ ПРЕЗИМЕ НАРОДНИХ ПЕВАЧА, НЕДЕЉКА, ПОЗНАТОГ ПО ПЕСМИ „КРЧМА У ПЛАНИНИ“, И СУПРУГЕ ДУШИЦЕ, РОЂЕНЕ СТЕФАНОВИЋ?",БИЛКИЋ,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.29 Slagalica _ 149. _.mp4
,9,"АРБОРЕТУМ, УОБИЧАЈЕН ДЕО БОТАНИЧКИХ БАШТИ, ПРЕДСТАВЉА ЗБИРКУ ЧЕГА?",ДРВЕЋА,E:\Slagalica\Slagalica-1080p-sve\incorrect/2022.04.29 Slagalica _ 149. _.mp4
