episode,#,question,answer,filename
,8,/ КОМ ВЕКУ ЈЕ ЖИВЕЛА ЈОВАНКА ОРЛЕАНКА?,У ПЕТНАЕСТОМ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.24 Slagalica.mp4
,9,КАКО СЕ НА СЛОВО „П“ ЗОВЕ ВОЋНА РАКИЈА КАРАКТЕРИСТИЧНА ЗА МАЂАРСКУ?,ПАЛИНКА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.24 Slagalica.mp4
,10,КОЈИ ФУДБАЛЕР ЈУВЕНТУСА И ЧЕШКЕ РЕПРЕЗЕНТАЦИЈЕ ЈЕ 2003. ГОДИНЕ ДОБИО ЗЛАТНУ ЛОПТУ „ФРАНС ФУДБАЛА“?,ПАВЕЛ НЕДВЕД,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.24 Slagalica.mp4
2019.07.25 Slagalica.mp4,,,,
,1,ТОД КОЈИМ ЧЕТВОРОСЛОВНИМ АКРОНИМО! ЈЕ ПОЗНАТА ЕВРОПСКА ОРГАНИЗАЦИЈА ЗА НУКЛЕАРНО ИСТРАЖИВАЊЕ?,ЦЕРН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.25 Slagalica.mp4
,2,"КОЈЕ КЊИЖЕВНО ДЕЛО ПОЧИЊЕ СТИХОВИМА „ВИЂИ ВРАГА СУ СЕДАМ ИЊИШАХ, СУ ДВА МАЧА А СУ ДВИЈЕ КРУНЕ“?",ГОРСКИ ВИЈЕНАЦ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.25 Slagalica.mp4
,3,„ЦРВЕНИ ВИНОГРАД“ ИЗ 1888. ГОДИНЕ ЈЕ ЈЕДИНА СЛИКА КОЈУ ЈЕ ЗА ЖИВОТА ПРОДАС КОЈИ ХОЛАНДСКИ СЛИКАР?,ВИНСЕНТ ВАН ГОГ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.25 Slagalica.mp4
,4,КОЈИ ФРАНЦУСКИ ГЛУМАЦ ЈЕ ТУМАЧИО ГЛАВНУ УЛОГУ У ГОДАРОВОМ ФИЛМУ ИЗ 1960. ГОДИНЕ „ДО ПОСЛЕДЊЕГ ДАХА“?,ЖАН ПОЛ БЕЛМОНДО,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.25 Slagalica.mp4
,5,"ИВО ЕТЕРОВИЋ И ТОМИСЛАВ ПЕТЕРНЕК СУ ПРОСЛАВЉЕНИ УМЕТНИЦИ У ОБЛАСТИ ВАЈАРСТВА, ФОТОГРАФИЈЕ ИЛИ ПОЕЗИЈЕ?",ФОТОГРАФИЈЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.25 Slagalica.mp4
,6,"С 5642 МЕТРА НАДМОРСКЕ ВИСИНЕ, КОЈИ УГАШЕНИ ВУЛКАН НА КАВКАЗУ ЈЕ НАЈВИШИ ВРХ РУСИЈЕ И ЕВРОПЕ?",ЕЛБРУС,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.25 Slagalica.mp4
,7,КОЈА СРПСКА ГРУПА ЈЕ 1999. ГОДИНЕ ИЗДАЛА АЛБУМ „НОЈЕВА БАРКА“?,РИБЉА ЧОРБА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.25 Slagalica.mp4
,8,КАКО СЕ НА СЛОВО „Б“ ЗОВУ ТАНКЕ ПАЛАЧИНКЕ КАРАКТЕРИСТИЧНЕ ЗА РУСИЈУ?,БЛИНИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.25 Slagalica.mp4
,9,КОЛИКО СТЕПЕНИ ИЗНОСИ ЗБИР УНУТРАШЊИХ УГЛОВА ТРОУГЛА У ЕУКЛИДОВОЈ ГЕОМЕТРИЈИ?,СТО ОСАМДЕСЕТ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.25 Slagalica.mp4
,10,"КАКО СЕ ЗОВЕ ТАКМИЧЕЊЕ ЖЕНСКИХ ТЕНИСКИХ РЕПРЕЗЕНТАЦИЈА, ПАНДАН ДЕЈВИС КУПУ КОД МУШКАРАЦА?",ФЕД КУП,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.25 Slagalica.mp4
2019.07.26 Slagalica.mp4,,,,
,1,КАКО СЕ ЗОВЕ ГЛАВНИ ГРАД ФИНСКЕ?,ХЕЛСИНКИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.26 Slagalica.mp4
,2,"КОЈА НЕМАЧКА РЕЧ, ПОВЕЗИВАНА С ДРУГИМ СВЕТСКИМ РАТОМ, ДОСЛОВНО ЗНАЧИ „МУЊЕВИТИ РАТ“?",БЛИЦКРИГ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.26 Slagalica.mp4
,3,ДОВРШИТЕ НАСЛОВ ПОЗНАТЕ ПЕСМЕ ГРУПЕ МЕТАК НАЗИВОМ ЖИВОТИЊЕ: „ДА МИ ЈЕ БИТИ...“?,МОРСКИ ПАС,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.26 Slagalica.mp4
,4,КОЈА ВРСТА ЧАСОВНИКА ИМА ПОКАЗИВАЧ СЕНКЕ КОЈИ СЕ ЗОВЕ ГНОМОН?,СУНЧАНИ САТ / ЧАСОВНИК,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.26 Slagalica.mp4
,5,"1 CAMA ПОЗНАТА УМЕТНИЦА, КАМИЈ КЛОДЕ. ЈЕ БИЛА МУЗА И ЉУБАВНИЦА КОГ ЧУВЕНОГ ФРАНЦУСКОГ ВАЈАРА?",ОГИСТА РОДЕНА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.26 Slagalica.mp4
,6,КОЈУ РЕЧ НЕМАЧКОГ ПОРЕКЛА КОРИСТИМО ЗА УЛУПАНУ СЛАТКУ ПАВЛАКУ?,ШЛАГ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.26 Slagalica.mp4
,7,НА КОЈИ ВЕРСКИ ПРАЗНИК СУ СЕ ХАЈДУЦИ ПЛО ТРАДИЦИЈИ РАСТАЈАЛИ?,МИТРОВДАН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.26 Slagalica.mp4
,8,КАКО СЕ ЗОВЕ ЛИК ИЗ ТВ СЕРИЈЕ „МУЋКЕ“ КОЈИ РОДНИЈА ЗОВЕ ДЕЈВ?,ТРИГЕР,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.26 Slagalica.mp4
,9,"НА ТЛУ КОЈЕ ДАНАШЊЕ ДРЖАВЕ БЛИСКОГ ИСТОКА СУ НАСТАЛИ ДРЕВНИ ГРАДОВИ УР, УРУК M НИНИВА?",ИРАКА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.26 Slagalica.mp4
,10,ОЈИ ТРЕНЕР ЈЕ ВОДИО КОШАРКАШЕ ЦРВЕН! ЗВЕЗДЕ ДО ОСВАЈАЊА ЈАДРАНСКЕ ЛИГЕ 2019. ГОДИНЕ?,МИЛАН ТОМИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.26 Slagalica.mp4
2019.07.27 Slagalica.mp4,,,,
,1,У КОЈОЈ НАМА СУСЕДНОЈ ДРЖАВИ СЛУЖБЕНИ ЈЕЗИК ПРИПАДА РОМАНСКОЈ ГРУПИ ЈЕЗИКА?,У РУМУНИЈИ (РУМУНСКИ),D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.27 Slagalica.mp4
,2,КОЈИ ДУВАЧКИ ИНСТРУМЕНТ НА СЛОВО „О“ ПО ПРАВИЛУ СЛУЖИ КАО ОДРЕДНИЦА ЗА ШТИМОВАЊЕ СИМФОНИЈСКОГ ОРКЕСТРА?,ОБОА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.27 Slagalica.mp4
,3,КАКО СЕ ЗОВЕ МОРЕПЛОВАЦ ЧИЈИХ ЈЕ СЕДАМ ПУТОВАЊА ОПИСАНО У ЗБИРЦИ ПРИЧА „ХИЉАДУ И ЈЕДНА НОЋ“?,СИНБАД,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.27 Slagalica.mp4
,4,НОБЕЛОВА НАГРАДА ЗА КОЈУ ОБЛАСТ ЈЕ ДО САДА САМО ЈЕДНОМ ДОДЕЉЕНА ЖЕНИ – АМЕРИКАНКИ ЕЛИНОР ОСТРОМ?,ЗА ЕКОНОМИЈУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.27 Slagalica.mp4
,5,КОЈИ ДОМАЋИ ФИЛМ ИЗ 1992. ГОДИНЕ ЈЕ НАЗВАН ПРЕТХОДНИМ ИМЕНОМ БУЛЕВАРА КРАЉА АЛЕКСАНДРА У БЕОГРАДУ?,БУЛЕВАР РЕВОЛУЦИЈЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.27 Slagalica.mp4
,6,"КАКО СЕ ЗОВЕ МЕШАВИМА ЖИТАРИЦА, УШЕНОГ ВОЋА И МЕДА ПРЕЛИВЕНА МЛЕКО! ИЛИ ЈОГУРТОМ, КОЈА СЕ ОБИЧНО ЈЕДЕ ЗА ДОРУЧАК, А ПОТИЧЕ ИЗ ШВАЈЦАРСКЕ?",МЈУДЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.27 Slagalica.mp4
,7,"КОЈИ БРАЗИЛСКИ ГРАД ЈЕ НАЈВЕЋИ У ЧИТАВОЈ АМАЗОНИЈИ, А У ЊЕМУ ЖИВИ СТРИП ЈУНАК МИСТЕР HO?",МАНАУС,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.27 Slagalica.mp4
,8,КОЈА ДАНАШЊА ДРЖАВА ИМА ЗАСТАВУ ИСТУ КАО НЕКАДАШЊА ЧЕХОСЛОВАЧКА ЗАСТАВА?,ЧЕШКА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.27 Slagalica.mp4
,9,"КАКО СУ СЕ У СТАРОМ РИМУ ЗВАЛЕ -ВЕШТЕНИЦЕ БОГИЊЕ ВЕСТЕ, ЗАДУЖЕНЕ Д/ ЧУВАЈУ ВЕЧНУ ВАТРУ?",ВЕСТАЛКЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.27 Slagalica.mp4
,10,' КОМ ГЛАВНОМ ГРАДУ СЕ НАЛАЗИ СТАДИО! „ЈОХАН КРОЈФ АРЕНА“?,У АМСТЕРДАМУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.27 Slagalica.mp4
2019.07.28 Slagalica.mp4,,,,
,1,"ВИКТОРИЈА, ТАНГАЊИКА И МАЛАВИ СУ ТРИ НАЈВЕЋА ЈЕЗЕРА КОГ КОНТИНЕНТА?",АФРИКЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.28 Slagalica.mp4
,2,"КАКО СЕ, НА СЛОВО „А“, НАЗИВА ЧИН КОЈИМ СЕ ВЛАДАР ДОБРОВОЉНО ОДРИЧЕ ПРЕСТОЛА?",АБДИКАЦИЈА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.28 Slagalica.mp4
,3,КАКО СЕ ЈЕДНОМ РЕЧЈУ НАЗИВАЈУ АНДИЈАНСКЕ ЦИПЕЛЕ ОД ШТАВЉЕНЕ КОЖЕ?,МОКАСИНЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.28 Slagalica.mp4
,4,КОЈОЈ ДИНАСТИЈИ СУ ПРИПАДАЛИ ЕНГЛЕСКИ КРАЉ ХЕНРИ ОСМИ И КРАЉИЦА ЕЛИЗАБЕТА ПРВА?,ТЈУДОР,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.28 Slagalica.mp4
,5,"КАКО У ФИЛМУ „МИ НИСМО АНЂЕЛИ“ ГЛАСИ MAME ГЛАВНОГ ЈУНАКА, КОЈЕГ ГЛУМИ НИКОЛ; KOJO?",НИКОЛА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.28 Slagalica.mp4
,6,"КАКО СЕ НАЗИВА ТЕЖИНА АМБАЛАЖЕ, ТО ЈЕСТ РАЗЛИКА БРУТО И НЕТО ТЕЖИНЕ ПРОИЗВОДА?",ТАРА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.28 Slagalica.mp4
,7,"ТОЗНАТУ ПОЕМУ „ХАНА“ НАПИСАО ЈЕ ОСКА! ДАВИЧО, АЛЕКСА ШАНТИЋ ИЛИ БРАНКО МИЉКОВИЋ?",ОСКАР ДАВИЧО,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.28 Slagalica.mp4
,8,КАКО СЕ НАЗИВАЈУ ПРИПАДНИЦИ НАЈБРОЈНИЈЕГ ОГРАНКА ИСЛАМА?,СУНИТИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.28 Slagalica.mp4
,9,"КОЈА БОСАНСКОХЕРЦЕГОВАЧКА НАРОДНА ПЕВАЧИЦА ЈЕ ПОЗНАТА ПО ПЕСМАМА „JA ТЕ ЈЕСМОМ ЗОВЕМ“ И „ВОЉЕЛА САМ, ВОЉЕЛА“?",ХАНКА ПАЛДУМ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.28 Slagalica.mp4
,10,КОЈИ ФРАНЦУЗ ЈЕ НАЈБОЉИ СТРЕЛАЦ У ЛСТОРИЈИ ФУДБАЛСКОГ КЛУБА АРСЕНАЛ И: ЛОНДОНА?,ТИЈЕРИ АНРИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.28 Slagalica.mp4
2019.07.29 Slagalica.mp4,,,,
,1,КАКО СЕ НА СЛОВО „У“ НАЗИВА НАСИЛНИ ПРИСВАЈАЧ ВЛАСТИ ИЛИ ПРЕСТОЛА?,УЗУРПАТОР / УЗУРПЕР,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.29 Slagalica.mp4
,2,КОЈИ СЛОВЕНАЧКИ ФИЛОЗОФ ЈЕ АПРИЛА 2019. ГОДИНЕ ИМАО „ДЕБАТУ ВЕКА“ СА ПСИХОЛОГОМ ЏОРДАНОМ ПИТЕРСОНОМ?,СЛАВОЈ ЖИЖЕК,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.29 Slagalica.mp4
,3,САКО СЕ НАЗИВА ОРГАНИЗАМ КОЈИ ЖИВИ Н; ИЛИ У ДРУГОМ ОРГАНИЗМУ И ИЗ ЊЕГА ЦРПУ ПОТРЕБНУ ХРАНУ?,ПАРАЗИТ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.29 Slagalica.mp4
,4,КОЈИ ДУВАЧКИ ИНСТРУМЕНТ ЈЕ ПРЕВАСХОДНО СВИРАО ЧУВЕНИ СВИНГ ЛУЗИЧАР И ВОЂА БИГ БЕНДОВА ГЛЕН МИЛЕР?,ТРОМБОН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.29 Slagalica.mp4
,5,"КОЈИ ЈЕ БОР, ПО КОМ ЈЕ НАЗВАНА И ЈЕДНА ПЛАНЕТА, ПРЕМА РИМСКОЈ МИТОЛОГИЈИ ОТАЦ РОМУЛА И РЕМА?",МАРС,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.29 Slagalica.mp4
,6,"ПОД КОЈИМ ИМЕНОМ ЈЕ ЗАПАМЋЕН ФРАНЦУСКИ ДРАМСКИ ПИСАЦ ЖАН БАТИСТ ПОКЛЕН, АУТОР „ТВРДИЦЕ“ И „ТАРТИФА“?",МОЛИЈЕР,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.29 Slagalica.mp4
,7,КОЈИ ГЛУМАЦ РОЂЕН У БАНАТУ ЈЕ ИГРАО НАСЛОВНУ УЛОГУ У АМЕРИЧКОМ ФИЛМУ „ДРАКУЛА“ ИЗ 1931. ГОДИНЕ?,БЕЛА ЛУГОШИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.29 Slagalica.mp4
,8,"КАКО ГЛАСИ РУСКА РЕЧ ЗА ЦЕНТРАЛНИ, ""ТВРЂЕНИ ДЕО СТАРИХ РУСКИХ ГРАДОВА, OJ КОЈИХ ЈЕ НАЈПОЗНАТИЈИ ОНАЈ У МОСКВИ?",КРЕМЉ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.29 Slagalica.mp4
,9,"КОЈИ ФРАНЦУСКИ ГРАД ЈЕ ГЕОГРАФСКИ НАЈБЛИЖИ ЕНГЛЕСКОЈ, А СТОЈИ НАСУПРОТ ДОВЕРА?",КАЛЕ (CALAIS),D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.29 Slagalica.mp4
,10,КОЈЕ ЈЕ БОЈЕ МАЈИЦА НАМЕЊЕНА ВОДЕЋЕМ БИЦИКЛИСТИ У ГЕНЕРАЛНОМ ПЛАСМАНУ H/ ТУР ДЕ ФРАНСУ?,ЖУТЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.29 Slagalica.mp4
2019.07.30 Slagalica.mp4,,,,
,1,КАКО СЕ НА СЛОВО „К“ ДРУГАЧИЈЕ НАЗИВА ВИСОКА МУЗИЧКА ШКОЛА?,КОНЗЕРВАТОРИЈУМ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.30 Slagalica.mp4
,2,КАКО СЕ ЗОВЕ ДВОГЛАВИ МИШИЋ НА ПРЕДЊОЈ СТРАНИ НАДЛАКТИЦЕ?,БИЦЕПС,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.30 Slagalica.mp4
,3,СОЈИ ЈЕ ЈУНАК ИЗ СТАРОГРЧКЕ МИТОЛОГИЈ! ЈАХАО КРИЛАТОГ КОЊА ПЕГАЗА?,БЕЛЕРОФОНТ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.30 Slagalica.mp4
,4,ИНДИЈАНА ЏОНС И ХАН СОЛО СУ ПОЗНАТЕ УЛОГЕ КОГ ХОЛИВУДСКОГ ГЛУМЦА?,ХАРИСОНА ФОРДА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.30 Slagalica.mp4
,5,РАМЗЕС ВЕЛИКИ БИО ЈЕ ЈЕДАН ОД НАЈЗНАЧАЈНИЈИХ ВЛАДАРА КОЈЕ ДРЖАВЕ?,ЕГИПТА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.30 Slagalica.mp4
,6,АКО СЕ ЈЕДНОМ РЕЧЈУ ЗОВЕ ПАСИОНИРАН. САКУПЉАЊЕ КОВАНИХ НОВЧИЋА?,НУМИЗМАТИКА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.30 Slagalica.mp4
,7,У КОМ СРПСКОМ ГРАДУ СЕ НАЛАЗИ СПОМЕН ПАРК „14. ОКТОБАР“?,У КРАЉЕВУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.30 Slagalica.mp4
,8,"КОЈИ РУМУНСКО-ФРАНЦУСКИ ДРАМСКИ ПИСАЦ ЈЕ АУТОР ДРАМЕ ,„ЋЕЛАВА ПЕВАЧИЦА“?",ЕЖЕН ЈОНЕСКО,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.30 Slagalica.mp4
,9,КОЈУ СПЕЦИЈАЛНУ АДМИНИСТРАТИВНУ ОБЛАСТ ЈЕ 1997. ГОДИНЕ КИНА ПОВРАТИЛА ОД ВЕЛИКЕ БРИТАНИЈЕ?,ХОНГКОНГ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.30 Slagalica.mp4
,10,КОЈИ ВАТЕРПОЛИСТА ЈЕ 1386. ГОДИНЕ ДОНЕО ЈУГОСЛАВИЈИ ТИТУЛУ СВЕТСКОГ ПРВАКА ГОЛОМ У ПОСЛЕДЊОЈ СЕКУНДИ У МЕЧУ ПРОТИВ ИТАЛИЈЕ?,ИГОР МИЛАНОВИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.30 Slagalica.mp4
2019.07.31 Slagalica.mp4,,,,
,1,"ИК УРИСУКУРДОВ СУ ПОЈУОВИ КОЈИ ~ МОГУ НАЋИ У ПЕЦАРОШКОМ ПРИБОРУ, РОДБИНСКИМ ОДНОСИМА ИЛИ ГРАЂЕВИНАРСТВУ?",РОДБИНСКИМ ОДНОСИМА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.31 Slagalica.mp4
,2,КОЈА ПО ПОВРШИНИ МАЛА ДРЖАВА ЈЕ ПОВЕЗАНА СА САУДИЈСКОМ АРАБИЈОМ ПРЕКО АУТО-ПУТА КРАЉА ФАХДА?,БАХРЕИН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.31 Slagalica.mp4
,3,КАКО СЕ ЗОВЕ ИЗВЕДЕНА ЈЕДИНИЦА ЗА ПОВРШИНУ КОЈА ИЗНОСИ ДЕСЕТ ХИЉАДА КВАДРАТНИХ МЕТАРА?,ХЕКТАР,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.31 Slagalica.mp4
,4,КАКО СЕ ЗОВЕ ЦАР КОЈИ ЈЕ 2019. ГОДИНЕ H/ ПРЕСТОЛУ ЈАПАНА НАСЛЕДИО СВОГ ОЦА АКИХИТА?,НАРУХИТО,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.31 Slagalica.mp4
,5,"КАКО СЕ ЗОВЕ И ПРЕЗИВА НАШ ПОЗНАТИ ФИЛМСКИ РЕДИТЕЉ, СИН ГЛУМАЦА РАДЕТА И ОЛИВЕРЕ МАРКОВИЋ?",ГОРАН МАРКОВИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.31 Slagalica.mp4
,6,КАКО СЕ У ГРАМАТИЦИ НАЗИВА ВРШИЛАЦ РАДЊЕ У РЕЧЕНИЦИ?,СУБЈЕКАТ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.31 Slagalica.mp4
,7,"МАНДИБУЛА ЈЕ ДОЊА ВИЛИЦА, А КАКО ЛАСИ ЛАТИНСКИ НАЗИВ ЗА ГОРЊУ ВИЛИЦУ?",МАКСИЛА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.31 Slagalica.mp4
,8,"КАКО СЕ, ПО ПОРОДИЦИ СИСАРА, ПРВОБИТНО ЗВАЛА МУЗИЧКА ГРУПА ИЗ KOJI ЈЕ НАСТАО ТАП 011?",ТАПИРИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.31 Slagalica.mp4
,9,КОЈА ДАНАШЊА АЗИЈСКА ДРЖАВА СЕ НЕКАДА ЗВАЛА СИЈАМ?,ТАЈЛАНД,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.31 Slagalica.mp4
,10,КОЈИ ГОЛМАН ЈЕ МОСЕЛИ ДОГБИ ДЕО ГРЕНЕРКЕ УМЕСТО ШОРТСА ЗАБЕЛЕЖИО 10: НАСТУПА ЗА ФУДБАЛСКУ РЕПРЕЗЕНТАЦИЈУ МАЂАРСКЕ?,ГАБОР КИРАЉИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.07.31 Slagalica.mp4
2019.08.01 Slagalica.mp4,,,,
,1,КОЈА ЖИВОТИЊА СЕ ПРИКАЗУЈЕ УЗ АСКЛЕПИЈЕВ ШТАП НА СИМБОЛУ МЕДИЦИНЕ?,ЗМИЈА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.08.01 Slagalica.mp4
,2,"АБОТ И КОСТЕЛО СУ ПОЗНАТИ ТАНДЕМ ИЗ СВЕТА МОДЕ, ФИЛМА ИЛИ ЕЛЕКТРОНСКЕ МУЗИКЕ?",ФИЛМА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.08.01 Slagalica.mp4
,3,"КАКО СЕ ЗОВЕ НАРОДМИ ИНСТРУМЕНГ САСТАВЉЕН ОД МЕШИНЕ И СВИРАЛЕ, РАСПРОСТРАЊЕН ОД БЛИСКОГ ИСТОКА ДО ШКОТСКЕ?",ГАЈДЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.08.01 Slagalica.mp4
,4,"КАКО ГЛАСИ НАУЧНИ НАЗИВ ЗА КРВНЕ ПЛОЧИЦЕ, А ПОЧИЊЕ СЛОВОМ ,Т “?",ТРОМБОЦИТИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.08.01 Slagalica.mp4
,5,КОЈИ КЊИЖЕВНИК ЈЕ СТВОРИО ЛИК ЏЕНТЛМЕНА-ЛОПОВА АРСЕНА ЛУПЕНА?,МОРИС ЛЕБЛАН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.08.01 Slagalica.mp4
,6,СОЈИ СРПСКИ КАНТАУТОР ЈЕ ИЗДАО АЛБУМ „ПУБ“ И „ПАНТА PEM...“?,ЂОРЂЕ БАЛАШЕВИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.08.01 Slagalica.mp4
,7,"КОЈЕ ИМЕ ЈЕ НОСИЛА ПРВА СВЕМИРСКА > ТАНИЦА У ЗЕМЉИНОЈ ОРБИТИ, ЛАНСИРАН, ОД СТРАНЕ СССР-А 1971. ГОДИНЕ?",САЉУТ (1),D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.08.01 Slagalica.mp4
,8,У КОМ ВЕКУ СУ СЕ ОДИГРАЛЕ БИТКЕ КОД ПЛОЧНИКА И БИЛЕЋЕ У КОЈИМА СУ СРПСКЕ СНАГЕ ПОБЕДИЛЕ ОСМАНЛИЈЕ?,У 14. ВЕКУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.08.01 Slagalica.mp4
,9,КОЈУ СЛИКУ ПОЗНАЈЕМО И ПОД НАЗИВОМ „ЂОКОНДА“?,МОНА ЛИЗА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.08.01 Slagalica.mp4
